HUYEadSbGSQNHXFmT2Ujjw,manpuku-japanese-eatery-toronto,Manpuku Japanese Eatery,https://www.yelp.com/biz/manpuku-japanese-eatery-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.65406, 'longitude': -79.39101}","{'address1': '105 McCaul Street', 'address2': 'Unit 29-31', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5T 2X4', 'country': 'CA', 'state': 'ON', 'display_address': ['105 McCaul Street', 'Unit 29-31', 'Toronto, ON M5T 2X4', 'Canada']}",+14169796763,https://s3-media1.fl.yelpcdn.com/bphoto/lPfzSgHJYzc7zdoh3GqrOw/o.jpg
KVpvE6pOPM9KMvak4HFsNg,pizzeria-libretto-toronto,Pizzeria Libretto,https://www.yelp.com/biz/pizzeria-libretto-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.64898, 'longitude': -79.42021}","{'address1': '221 Ossington Avenue', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M6J 2Z8', 'country': 'CA', 'state': 'ON', 'display_address': ['221 Ossington Avenue', 'Toronto, ON M6J 2Z8', 'Canada']}",+14165328000,https://s3-media1.fl.yelpcdn.com/bphoto/Nr02ftgHVzou1dEJX6Uz9w/o.jpg
eKznX8VTfcQrjCqXpeobiw,rasa-toronto,Rasa,https://www.yelp.com/biz/rasa-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.6627752, 'longitude': -79.4039682}","{'address1': '196 Robert Street', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5S 2K8', 'country': 'CA', 'state': 'ON', 'display_address': ['196 Robert Street', 'Toronto, ON M5S 2K8', 'Canada']}",+16473508221,https://s3-media4.fl.yelpcdn.com/bphoto/_PtOVmb2eddLK5fduMSk_w/o.jpg
fGdUxfeEWp9pn2sAa9rv2w,roselle-toronto-3,Roselle,https://www.yelp.com/biz/roselle-toronto-3?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.6535912, 'longitude': -79.3621063}","{'address1': '362 King Street E', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5A 1K9', 'country': 'CA', 'state': 'ON', 'display_address': ['362 King Street E', 'Toronto, ON M5A 1K9', 'Canada']}",+14163688188,https://s3-media4.fl.yelpcdn.com/bphoto/_GuuxeHE_cFZkv_BSeEbeQ/o.jpg
qPVqfJAzC8APF8aWGBtFRA,antler-kitchen-and-bar-toronto,Antler Kitchen & Bar,https://www.yelp.com/biz/antler-kitchen-and-bar-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.64985, 'longitude': -79.43059}","{'address1': '1454 Dundas Street West', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M6J 1Y6', 'country': 'CA', 'state': 'ON', 'display_address': ['1454 Dundas Street West', 'Toronto, ON M6J 1Y6', 'Canada']}",+16473458300,https://s3-media3.fl.yelpcdn.com/bphoto/RT7P13_hndFp8AMWSofyYQ/o.jpg
7oEKIG7d1ttPRejppZ3WIA,lady-marmalade-toronto,Lady Marmalade,https://www.yelp.com/biz/lady-marmalade-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.66319, 'longitude': -79.35134}","{'address1': '265 Broadview Avenue', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M4M 1J3', 'country': 'CA', 'state': 'ON', 'display_address': ['265 Broadview Avenue', 'Toronto, ON M4M 1J3', 'Canada']}",+16473517645,https://s3-media3.fl.yelpcdn.com/bphoto/aCG5GgyvI4xcx4nPqjqrJw/o.jpg
RwRNR4z3kY-4OsFqigY5sw,uncle-tetsus-japanese-cheesecake-toronto,Uncle Tetsu's Japanese Cheesecake,https://www.yelp.com/biz/uncle-tetsus-japanese-cheesecake-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.65584, 'longitude': -79.38403}","{'address1': '598 Bay Street', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5G 1M5', 'country': 'CA', 'state': 'ON', 'display_address': ['598 Bay Street', 'Toronto, ON M5G 1M5', 'Canada']}",+14165910555,https://s3-media2.fl.yelpcdn.com/bphoto/HVm8NK0DS0O_X5T-QdUdGg/o.jpg
dAmVTQ6ukuLh4UxTmBoRkg,mahas-toronto-2,Maha's,https://www.yelp.com/biz/mahas-toronto-2?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.67167, 'longitude': -79.32853}","{'address1': '226 Greenwood Avenue', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M4L 2R2', 'country': 'CA', 'state': 'ON', 'display_address': ['226 Greenwood Avenue', 'Toronto, ON M4L 2R2', 'Canada']}",+14164622703,https://s3-media4.fl.yelpcdn.com/bphoto/pJ4etCCTU3HCHH-MwCW8tQ/o.jpg
TR0-w6VoZDAdvFQiq7P2Ug,millie-creperie-toronto,Millie Creperie,https://www.yelp.com/biz/millie-creperie-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.6549488110679, 'longitude': -79.3996712565422}","{'address1': '161 Baldwin Street', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5T 1L8', 'country': 'CA', 'state': 'ON', 'display_address': ['161 Baldwin Street', 'Toronto, ON M5T 1L8', 'Canada']}",+14169771922,https://s3-media2.fl.yelpcdn.com/bphoto/oyIQfPMDCpXCQCUsJ3H0QA/o.jpg
47wBHgBwQ8_70sjmXow_1g,her-fathers-cider-bar-and-kitchen-toronto,Her Father's Cider Bar & Kitchen,https://www.yelp.com/biz/her-fathers-cider-bar-and-kitchen-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.66232, 'longitude': -79.40453}","{'address1': '119 Harbord Street', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5S 1G7', 'country': 'CA', 'state': 'ON', 'display_address': ['119 Harbord Street', 'Toronto, ON M5S 1G7', 'Canada']}",+16473477747,https://s3-media3.fl.yelpcdn.com/bphoto/zNPbozY3u1trS76eUf1IPA/o.jpg
SjgeuBlgKER9yegpoxT99w,nomé-izakaya-toronto-2,Nomé Izakaya,https://www.yelp.com/biz/nom%C3%A9-izakaya-toronto-2?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.7626495361328, 'longitude': -79.4114685058594}","{'address1': '4848 Yonge Street', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M2N 5N2', 'country': 'CA', 'state': 'ON', 'display_address': ['4848 Yonge Street', 'Toronto, ON M2N 5N2', 'Canada']}",+16473477937,https://s3-media2.fl.yelpcdn.com/bphoto/ubwp-8bPuJTF6Br4LAiRbw/o.jpg
kYD9E14AijONhJ7rFsyLrg,the-elm-tree-restaurant-toronto,The Elm Tree Restaurant,https://www.yelp.com/biz/the-elm-tree-restaurant-toronto?adjust_creative=dWJeA2crTuyuRlT4LXbwew&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=dWJeA2crTuyuRlT4LXbwew,"{'latitude': 43.6572873032448, 'longitude': -79.3836965529587}","{'address1': '43 Elm Street', 'address2': '', 'address3': '', 'city': 'Toronto', 'zip_code': 'M5G 1H1', 'country': 'CA', 'state': 'ON', 'display_address': ['43 Elm Street', 'Toronto, ON M5G 1H1', 'Canada']}",+14169017339,https://s3-media2.fl.yelpcdn.com/bphoto/7M3E8_PPWTdSiSXnX5Fp1A/o.jpg
